Date,return
2022-01-21,-0.0007
2022-01-24,0.022969182786964273
2022-01-25,-0.0009417098986971986
2022-01-27,0.008803595847741232
2022-01-28,0.007932337364805968
2022-01-31,-0.015342518502307724
2022-02-01,-0.007605964312777913
2022-02-02,-0.022845638952878652
2022-02-03,0.0103514396387843
2022-02-04,-0.007108308535329194
2022-02-07,-0.03804695741622363
2022-02-08,-0.0007
2022-02-09,-0.024455272485000797
2022-02-10,-0.0007
2022-02-11,-0.004098080946239195
2022-02-14,-0.03112644308884105
2022-02-15,-0.0007
2022-02-16,-0.001350641771332438
2022-02-17,-0.006102531141985803
2022-02-18,0.003883150337130736
2022-02-21,0.006446941536838707
2022-02-22,-0.007489752050026115
2022-02-23,-0.006487027175999291
2022-02-24,-0.05570069343352691
2022-02-25,-0.0007
2022-02-28,0.020500003282393025
2022-03-02,0.03645921183098738
2022-03-03,0.002364966270731253
2022-03-04,0.003282294040285596
2022-03-07,0.03051582846290253
2022-03-08,-0.0022645386397114717
2022-03-09,-0.03264778432252833
2022-03-10,-0.0157167854986392
2022-03-11,-0.0029439278128538166
2022-03-14,-0.03275350921290465
2022-03-15,0.011459269763409058
2022-03-16,0.016959349696582752
2022-03-17,0.022028145735587257
2022-03-21,0.004357999871546512
2022-03-22,0.005146300386001556
2022-03-23,-0.00997235878348792
2022-03-24,-0.02474228765684941
2022-03-25,-0.00814463139657762
2022-03-28,0.0013278223740899927
2022-03-29,0.013260801318889692
2022-03-30,0.017323199716146542
2022-03-31,-0.004468543872784167
2022-04-01,0.024245815463412812
2022-04-04,0.10013282539908668
2022-04-05,-0.029303449003134467
2022-04-06,-0.035691038581419324
2022-04-07,-0.021987828218497613
2022-04-08,-0.0013845761300230602
2022-04-11,-0.012214100972975076
2022-04-12,-0.001771188216167665
2022-04-13,-0.020516104088508173
2022-04-18,0.04744202334037926
2022-04-19,0.03815967987152238
2022-04-20,-0.009015012524614993
2022-04-21,-0.014804774238490963
2022-04-22,0.013642776191158838
2022-04-25,-0.007487397440156448
2022-04-26,-0.004612973075436896
2022-04-27,-0.0003644094472036413
2022-04-28,0.0008743221198466479
2022-04-29,-0.009661973718145818
2022-05-02,-0.01379453578592964
2022-05-04,0.033981621540537375
2022-05-05,0.0022492479661503505
2022-05-06,0.02612813317445587
2022-05-09,-0.0017077102897908186
2022-05-10,-0.01606250983267058
2022-05-11,-0.005629821351899623
2022-05-12,0.011042737385234622
2022-05-13,0.008978941991953395
2022-05-16,-0.010647753755275838
2022-05-17,-0.008219439307993981
2022-05-18,-7.610947326025442e-05
2022-05-19,-0.020435320089869324
2022-05-20,-0.0007
2022-05-23,-0.012831650501167304
2022-05-24,0.011464678732854335
2022-05-25,0.007468205618516988
2022-05-26,0.02852186764373558
2022-05-27,0.018548312853594623
2022-05-30,0.006824537361313688
2022-05-31,-0.00899019657656202
2022-06-01,0.004247960139570897
2022-06-02,-0.00699003575596669
2022-06-03,-0.003465444772347764
2022-06-06,-0.0013403465260469654
2022-06-07,-0.011498337021261379
2022-06-08,0.003522572776578223
2022-06-09,0.007532565989990728
2022-06-10,-0.019307457053244194
2022-06-13,-0.01953335504318096
2022-06-14,0.011005658980429213
2022-06-15,0.003468012875484714
2022-06-16,0.020000599227274603
2022-06-17,-0.006594622075675065
2022-06-20,-0.02512121108807022
2022-06-21,-0.010891421700590681
2022-06-22,0.004713610026094741
2022-06-23,-0.0036835145659033274
2022-06-24,-0.015368446544169603
2022-06-27,-0.0007
2022-06-28,-0.0076313135964717225
2022-06-29,-0.0014488137373717903
2022-06-30,0.003013499993533469
2022-07-01,0.004265480143164171
2022-07-04,0.0014035231612462037
2022-07-05,-0.0022498763543965738
2022-07-06,0.013788335655507668
2022-07-07,0.01790340602305745
2022-07-08,0.0009313456448393025
2022-07-11,0.006477701369518093
2022-07-12,-0.010205186703351098
2022-07-13,-0.024392969352286912
